Query Number,Time,SQLStatement
942, 0.0013355, SELECT itemID FROM dataminingdb.itemsets WHERE transId=471, 

944, 0.0012985, SELECT itemID FROM dataminingdb.itemsets WHERE transId=472, 

946, 0.00129925, SELECT itemID FROM dataminingdb.itemsets WHERE transId=473, 

948, 0.001301, SELECT itemID FROM dataminingdb.itemsets WHERE transId=474, 

936, 0.00130275, SELECT itemID FROM dataminingdb.itemsets WHERE transId=468, 

938, 0.00129925, SELECT itemID FROM dataminingdb.itemsets WHERE transId=469, 

940, 0.00132175, SELECT itemID FROM dataminingdb.itemsets WHERE transId=470, 

942, 0.0013355, SELECT itemID FROM dataminingdb.itemsets WHERE transId=471, 

944, 0.0012985, SELECT itemID FROM dataminingdb.itemsets WHERE transId=472, 

946, 0.00129925, SELECT itemID FROM dataminingdb.itemsets WHERE transId=473, 

948, 0.001301, SELECT itemID FROM dataminingdb.itemsets WHERE transId=474, 

950, 0.0013025, SELECT itemID FROM dataminingdb.itemsets WHERE transId=475, 

938, 0.00129925, SELECT itemID FROM dataminingdb.itemsets WHERE transId=469, 

940, 0.00132175, SELECT itemID FROM dataminingdb.itemsets WHERE transId=470, 

942, 0.0013355, SELECT itemID FROM dataminingdb.itemsets WHERE transId=471, 

944, 0.0012985, SELECT itemID FROM dataminingdb.itemsets WHERE transId=472, 

946, 0.00129925, SELECT itemID FROM dataminingdb.itemsets WHERE transId=473, 

948, 0.001301, SELECT itemID FROM dataminingdb.itemsets WHERE transId=474, 

950, 0.0013025, SELECT itemID FROM dataminingdb.itemsets WHERE transId=475, 

952, 0.001298, SELECT itemID FROM dataminingdb.itemsets WHERE transId=476, 

940, 0.00132175, SELECT itemID FROM dataminingdb.itemsets WHERE transId=470, 

942, 0.0013355, SELECT itemID FROM dataminingdb.itemsets WHERE transId=471, 

944, 0.0012985, SELECT itemID FROM dataminingdb.itemsets WHERE transId=472, 

946, 0.00129925, SELECT itemID FROM dataminingdb.itemsets WHERE transId=473, 

948, 0.001301, SELECT itemID FROM dataminingdb.itemsets WHERE transId=474, 

950, 0.0013025, SELECT itemID FROM dataminingdb.itemsets WHERE transId=475, 

952, 0.001298, SELECT itemID FROM dataminingdb.itemsets WHERE transId=476, 

954, 0.00136875, SELECT itemID FROM dataminingdb.itemsets WHERE transId=477, 

942, 0.0013355, SELECT itemID FROM dataminingdb.itemsets WHERE transId=471, 

944, 0.0012985, SELECT itemID FROM dataminingdb.itemsets WHERE transId=472, 

946, 0.00129925, SELECT itemID FROM dataminingdb.itemsets WHERE transId=473, 

948, 0.001301, SELECT itemID FROM dataminingdb.itemsets WHERE transId=474, 

950, 0.0013025, SELECT itemID FROM dataminingdb.itemsets WHERE transId=475, 

952, 0.001298, SELECT itemID FROM dataminingdb.itemsets WHERE transId=476, 

954, 0.00136875, SELECT itemID FROM dataminingdb.itemsets WHERE transId=477, 

956, 0.00130025, SELECT itemID FROM dataminingdb.itemsets WHERE transId=478, 

944, 0.0012985, SELECT itemID FROM dataminingdb.itemsets WHERE transId=472, 

946, 0.00129925, SELECT itemID FROM dataminingdb.itemsets WHERE transId=473, 

948, 0.001301, SELECT itemID FROM dataminingdb.itemsets WHERE transId=474, 

950, 0.0013025, SELECT itemID FROM dataminingdb.itemsets WHERE transId=475, 

952, 0.001298, SELECT itemID FROM dataminingdb.itemsets WHERE transId=476, 

954, 0.00136875, SELECT itemID FROM dataminingdb.itemsets WHERE transId=477, 

956, 0.00130025, SELECT itemID FROM dataminingdb.itemsets WHERE transId=478, 

958, 0.00129775, SELECT itemID FROM dataminingdb.itemsets WHERE transId=479, 

946, 0.00129925, SELECT itemID FROM dataminingdb.itemsets WHERE transId=473, 

948, 0.001301, SELECT itemID FROM dataminingdb.itemsets WHERE transId=474, 

950, 0.0013025, SELECT itemID FROM dataminingdb.itemsets WHERE transId=475, 

952, 0.001298, SELECT itemID FROM dataminingdb.itemsets WHERE transId=476, 

954, 0.00136875, SELECT itemID FROM dataminingdb.itemsets WHERE transId=477, 

956, 0.00130025, SELECT itemID FROM dataminingdb.itemsets WHERE transId=478, 

958, 0.00129775, SELECT itemID FROM dataminingdb.itemsets WHERE transId=479, 

960, 0.001308, SELECT itemID FROM dataminingdb.itemsets WHERE transId=480, 

948, 0.001301, SELECT itemID FROM dataminingdb.itemsets WHERE transId=474, 

950, 0.0013025, SELECT itemID FROM dataminingdb.itemsets WHERE transId=475, 

952, 0.001298, SELECT itemID FROM dataminingdb.itemsets WHERE transId=476, 

954, 0.00136875, SELECT itemID FROM dataminingdb.itemsets WHERE transId=477, 

956, 0.00130025, SELECT itemID FROM dataminingdb.itemsets WHERE transId=478, 

958, 0.00129775, SELECT itemID FROM dataminingdb.itemsets WHERE transId=479, 

960, 0.001308, SELECT itemID FROM dataminingdb.itemsets WHERE transId=480, 

962, 0.00134625, SELECT itemID FROM dataminingdb.itemsets WHERE transId=481, 

950, 0.0013025, SELECT itemID FROM dataminingdb.itemsets WHERE transId=475, 

952, 0.001298, SELECT itemID FROM dataminingdb.itemsets WHERE transId=476, 

954, 0.00136875, SELECT itemID FROM dataminingdb.itemsets WHERE transId=477, 

956, 0.00130025, SELECT itemID FROM dataminingdb.itemsets WHERE transId=478, 

958, 0.00129775, SELECT itemID FROM dataminingdb.itemsets WHERE transId=479, 

960, 0.001308, SELECT itemID FROM dataminingdb.itemsets WHERE transId=480, 

962, 0.00134625, SELECT itemID FROM dataminingdb.itemsets WHERE transId=481, 

964, 0.00129925, SELECT itemID FROM dataminingdb.itemsets WHERE transId=482, 

952, 0.001298, SELECT itemID FROM dataminingdb.itemsets WHERE transId=476, 

954, 0.00136875, SELECT itemID FROM dataminingdb.itemsets WHERE transId=477, 

956, 0.00130025, SELECT itemID FROM dataminingdb.itemsets WHERE transId=478, 

958, 0.00129775, SELECT itemID FROM dataminingdb.itemsets WHERE transId=479, 

960, 0.001308, SELECT itemID FROM dataminingdb.itemsets WHERE transId=480, 

962, 0.00134625, SELECT itemID FROM dataminingdb.itemsets WHERE transId=481, 

964, 0.00129925, SELECT itemID FROM dataminingdb.itemsets WHERE transId=482, 

966, 0.00131125, SELECT itemID FROM dataminingdb.itemsets WHERE transId=483, 

954, 0.00136875, SELECT itemID FROM dataminingdb.itemsets WHERE transId=477, 

956, 0.00130025, SELECT itemID FROM dataminingdb.itemsets WHERE transId=478, 

958, 0.00129775, SELECT itemID FROM dataminingdb.itemsets WHERE transId=479, 

960, 0.001308, SELECT itemID FROM dataminingdb.itemsets WHERE transId=480, 

962, 0.00134625, SELECT itemID FROM dataminingdb.itemsets WHERE transId=481, 

964, 0.00129925, SELECT itemID FROM dataminingdb.itemsets WHERE transId=482, 

966, 0.00131125, SELECT itemID FROM dataminingdb.itemsets WHERE transId=483, 

968, 0.0013155, SELECT itemID FROM dataminingdb.itemsets WHERE transId=484, 

956, 0.00130025, SELECT itemID FROM dataminingdb.itemsets WHERE transId=478, 

958, 0.00129775, SELECT itemID FROM dataminingdb.itemsets WHERE transId=479, 

960, 0.001308, SELECT itemID FROM dataminingdb.itemsets WHERE transId=480, 

962, 0.00134625, SELECT itemID FROM dataminingdb.itemsets WHERE transId=481, 

964, 0.00129925, SELECT itemID FROM dataminingdb.itemsets WHERE transId=482, 

966, 0.00131125, SELECT itemID FROM dataminingdb.itemsets WHERE transId=483, 

968, 0.0013155, SELECT itemID FROM dataminingdb.itemsets WHERE transId=484, 

970, 0.0013145, SELECT itemID FROM dataminingdb.itemsets WHERE transId=485, 

958, 0.00129775, SELECT itemID FROM dataminingdb.itemsets WHERE transId=479, 

960, 0.001308, SELECT itemID FROM dataminingdb.itemsets WHERE transId=480, 

962, 0.00134625, SELECT itemID FROM dataminingdb.itemsets WHERE transId=481, 

964, 0.00129925, SELECT itemID FROM dataminingdb.itemsets WHERE transId=482, 

966, 0.00131125, SELECT itemID FROM dataminingdb.itemsets WHERE transId=483, 

968, 0.0013155, SELECT itemID FROM dataminingdb.itemsets WHERE transId=484, 

970, 0.0013145, SELECT itemID FROM dataminingdb.itemsets WHERE transId=485, 

972, 0.00132075, SELECT itemID FROM dataminingdb.itemsets WHERE transId=486, 

960, 0.001308, SELECT itemID FROM dataminingdb.itemsets WHERE transId=480, 

962, 0.00134625, SELECT itemID FROM dataminingdb.itemsets WHERE transId=481, 

964, 0.00129925, SELECT itemID FROM dataminingdb.itemsets WHERE transId=482, 

966, 0.00131125, SELECT itemID FROM dataminingdb.itemsets WHERE transId=483, 

968, 0.0013155, SELECT itemID FROM dataminingdb.itemsets WHERE transId=484, 

970, 0.0013145, SELECT itemID FROM dataminingdb.itemsets WHERE transId=485, 

972, 0.00132075, SELECT itemID FROM dataminingdb.itemsets WHERE transId=486, 

974, 0.00131225, SELECT itemID FROM dataminingdb.itemsets WHERE transId=487, 

962, 0.00134625, SELECT itemID FROM dataminingdb.itemsets WHERE transId=481, 

964, 0.00129925, SELECT itemID FROM dataminingdb.itemsets WHERE transId=482, 

966, 0.00131125, SELECT itemID FROM dataminingdb.itemsets WHERE transId=483, 

968, 0.0013155, SELECT itemID FROM dataminingdb.itemsets WHERE transId=484, 

970, 0.0013145, SELECT itemID FROM dataminingdb.itemsets WHERE transId=485, 

972, 0.00132075, SELECT itemID FROM dataminingdb.itemsets WHERE transId=486, 

974, 0.00131225, SELECT itemID FROM dataminingdb.itemsets WHERE transId=487, 

976, 0.00131125, SELECT itemID FROM dataminingdb.itemsets WHERE transId=488, 

964, 0.00129925, SELECT itemID FROM dataminingdb.itemsets WHERE transId=482, 

966, 0.00131125, SELECT itemID FROM dataminingdb.itemsets WHERE transId=483, 

968, 0.0013155, SELECT itemID FROM dataminingdb.itemsets WHERE transId=484, 

970, 0.0013145, SELECT itemID FROM dataminingdb.itemsets WHERE transId=485, 

972, 0.00132075, SELECT itemID FROM dataminingdb.itemsets WHERE transId=486, 

974, 0.00131225, SELECT itemID FROM dataminingdb.itemsets WHERE transId=487, 

976, 0.00131125, SELECT itemID FROM dataminingdb.itemsets WHERE transId=488, 

978, 0.001341, SELECT itemID FROM dataminingdb.itemsets WHERE transId=489, 

966, 0.00131125, SELECT itemID FROM dataminingdb.itemsets WHERE transId=483, 

968, 0.0013155, SELECT itemID FROM dataminingdb.itemsets WHERE transId=484, 

970, 0.0013145, SELECT itemID FROM dataminingdb.itemsets WHERE transId=485, 

972, 0.00132075, SELECT itemID FROM dataminingdb.itemsets WHERE transId=486, 

974, 0.00131225, SELECT itemID FROM dataminingdb.itemsets WHERE transId=487, 

976, 0.00131125, SELECT itemID FROM dataminingdb.itemsets WHERE transId=488, 

978, 0.001341, SELECT itemID FROM dataminingdb.itemsets WHERE transId=489, 

980, 0.001336, SELECT itemID FROM dataminingdb.itemsets WHERE transId=490, 

968, 0.0013155, SELECT itemID FROM dataminingdb.itemsets WHERE transId=484, 

970, 0.0013145, SELECT itemID FROM dataminingdb.itemsets WHERE transId=485, 

972, 0.00132075, SELECT itemID FROM dataminingdb.itemsets WHERE transId=486, 

974, 0.00131225, SELECT itemID FROM dataminingdb.itemsets WHERE transId=487, 

976, 0.00131125, SELECT itemID FROM dataminingdb.itemsets WHERE transId=488, 

978, 0.001341, SELECT itemID FROM dataminingdb.itemsets WHERE transId=489, 

980, 0.001336, SELECT itemID FROM dataminingdb.itemsets WHERE transId=490, 

982, 0.0013085, SELECT itemID FROM dataminingdb.itemsets WHERE transId=491, 

970, 0.0013145, SELECT itemID FROM dataminingdb.itemsets WHERE transId=485, 

972, 0.00132075, SELECT itemID FROM dataminingdb.itemsets WHERE transId=486, 

974, 0.00131225, SELECT itemID FROM dataminingdb.itemsets WHERE transId=487, 

976, 0.00131125, SELECT itemID FROM dataminingdb.itemsets WHERE transId=488, 

978, 0.001341, SELECT itemID FROM dataminingdb.itemsets WHERE transId=489, 

980, 0.001336, SELECT itemID FROM dataminingdb.itemsets WHERE transId=490, 

982, 0.0013085, SELECT itemID FROM dataminingdb.itemsets WHERE transId=491, 

984, 0.0013195, SELECT itemID FROM dataminingdb.itemsets WHERE transId=492, 

972, 0.00132075, SELECT itemID FROM dataminingdb.itemsets WHERE transId=486, 

974, 0.00131225, SELECT itemID FROM dataminingdb.itemsets WHERE transId=487, 

976, 0.00131125, SELECT itemID FROM dataminingdb.itemsets WHERE transId=488, 

978, 0.001341, SELECT itemID FROM dataminingdb.itemsets WHERE transId=489, 

980, 0.001336, SELECT itemID FROM dataminingdb.itemsets WHERE transId=490, 

982, 0.0013085, SELECT itemID FROM dataminingdb.itemsets WHERE transId=491, 

984, 0.0013195, SELECT itemID FROM dataminingdb.itemsets WHERE transId=492, 

986, 0.00132525, SELECT itemID FROM dataminingdb.itemsets WHERE transId=493, 

974, 0.00131225, SELECT itemID FROM dataminingdb.itemsets WHERE transId=487, 

976, 0.00131125, SELECT itemID FROM dataminingdb.itemsets WHERE transId=488, 

978, 0.001341, SELECT itemID FROM dataminingdb.itemsets WHERE transId=489, 

980, 0.001336, SELECT itemID FROM dataminingdb.itemsets WHERE transId=490, 

982, 0.0013085, SELECT itemID FROM dataminingdb.itemsets WHERE transId=491, 

984, 0.0013195, SELECT itemID FROM dataminingdb.itemsets WHERE transId=492, 

986, 0.00132525, SELECT itemID FROM dataminingdb.itemsets WHERE transId=493, 

988, 0.00133725, SELECT itemID FROM dataminingdb.itemsets WHERE transId=494, 

976, 0.00131125, SELECT itemID FROM dataminingdb.itemsets WHERE transId=488, 

978, 0.001341, SELECT itemID FROM dataminingdb.itemsets WHERE transId=489, 

980, 0.001336, SELECT itemID FROM dataminingdb.itemsets WHERE transId=490, 

982, 0.0013085, SELECT itemID FROM dataminingdb.itemsets WHERE transId=491, 

984, 0.0013195, SELECT itemID FROM dataminingdb.itemsets WHERE transId=492, 

986, 0.00132525, SELECT itemID FROM dataminingdb.itemsets WHERE transId=493, 

988, 0.00133725, SELECT itemID FROM dataminingdb.itemsets WHERE transId=494, 

990, 0.00141, SELECT itemID FROM dataminingdb.itemsets WHERE transId=495, 

978, 0.001341, SELECT itemID FROM dataminingdb.itemsets WHERE transId=489, 

980, 0.001336, SELECT itemID FROM dataminingdb.itemsets WHERE transId=490, 

982, 0.0013085, SELECT itemID FROM dataminingdb.itemsets WHERE transId=491, 

984, 0.0013195, SELECT itemID FROM dataminingdb.itemsets WHERE transId=492, 

986, 0.00132525, SELECT itemID FROM dataminingdb.itemsets WHERE transId=493, 

988, 0.00133725, SELECT itemID FROM dataminingdb.itemsets WHERE transId=494, 

990, 0.00141, SELECT itemID FROM dataminingdb.itemsets WHERE transId=495, 

992, 0.00131575, SELECT itemID FROM dataminingdb.itemsets WHERE transId=496, 

980, 0.001336, SELECT itemID FROM dataminingdb.itemsets WHERE transId=490, 

982, 0.0013085, SELECT itemID FROM dataminingdb.itemsets WHERE transId=491, 

984, 0.0013195, SELECT itemID FROM dataminingdb.itemsets WHERE transId=492, 

986, 0.00132525, SELECT itemID FROM dataminingdb.itemsets WHERE transId=493, 

988, 0.00133725, SELECT itemID FROM dataminingdb.itemsets WHERE transId=494, 

990, 0.00141, SELECT itemID FROM dataminingdb.itemsets WHERE transId=495, 

992, 0.00131575, SELECT itemID FROM dataminingdb.itemsets WHERE transId=496, 

994, 0.00131325, SELECT itemID FROM dataminingdb.itemsets WHERE transId=497, 

982, 0.0013085, SELECT itemID FROM dataminingdb.itemsets WHERE transId=491, 

984, 0.0013195, SELECT itemID FROM dataminingdb.itemsets WHERE transId=492, 

986, 0.00132525, SELECT itemID FROM dataminingdb.itemsets WHERE transId=493, 

988, 0.00133725, SELECT itemID FROM dataminingdb.itemsets WHERE transId=494, 

990, 0.00141, SELECT itemID FROM dataminingdb.itemsets WHERE transId=495, 

992, 0.00131575, SELECT itemID FROM dataminingdb.itemsets WHERE transId=496, 

994, 0.00131325, SELECT itemID FROM dataminingdb.itemsets WHERE transId=497, 

996, 0.00130975, SELECT itemID FROM dataminingdb.itemsets WHERE transId=498, 

984, 0.0013195, SELECT itemID FROM dataminingdb.itemsets WHERE transId=492, 

986, 0.00132525, SELECT itemID FROM dataminingdb.itemsets WHERE transId=493, 

988, 0.00133725, SELECT itemID FROM dataminingdb.itemsets WHERE transId=494, 

990, 0.00141, SELECT itemID FROM dataminingdb.itemsets WHERE transId=495, 

992, 0.00131575, SELECT itemID FROM dataminingdb.itemsets WHERE transId=496, 

994, 0.00131325, SELECT itemID FROM dataminingdb.itemsets WHERE transId=497, 

996, 0.00130975, SELECT itemID FROM dataminingdb.itemsets WHERE transId=498, 

998, 0.001301, SELECT itemID FROM dataminingdb.itemsets WHERE transId=499, 

986, 0.00132525, SELECT itemID FROM dataminingdb.itemsets WHERE transId=493, 

988, 0.00133725, SELECT itemID FROM dataminingdb.itemsets WHERE transId=494, 

990, 0.00141, SELECT itemID FROM dataminingdb.itemsets WHERE transId=495, 

992, 0.00131575, SELECT itemID FROM dataminingdb.itemsets WHERE transId=496, 

994, 0.00131325, SELECT itemID FROM dataminingdb.itemsets WHERE transId=497, 

996, 0.00130975, SELECT itemID FROM dataminingdb.itemsets WHERE transId=498, 

998, 0.001301, SELECT itemID FROM dataminingdb.itemsets WHERE transId=499, 

1000, 0.00131975, SELECT itemID FROM dataminingdb.itemsets WHERE transId=500, 

988, 0.00133725, SELECT itemID FROM dataminingdb.itemsets WHERE transId=494, 

990, 0.00141, SELECT itemID FROM dataminingdb.itemsets WHERE transId=495, 

992, 0.00131575, SELECT itemID FROM dataminingdb.itemsets WHERE transId=496, 

994, 0.00131325, SELECT itemID FROM dataminingdb.itemsets WHERE transId=497, 

996, 0.00130975, SELECT itemID FROM dataminingdb.itemsets WHERE transId=498, 

998, 0.001301, SELECT itemID FROM dataminingdb.itemsets WHERE transId=499, 

1000, 0.00131975, SELECT itemID FROM dataminingdb.itemsets WHERE transId=500, 

1002, 0.00140925, SELECT itemID FROM dataminingdb.itemsets WHERE transId=501, 

990, 0.00141, SELECT itemID FROM dataminingdb.itemsets WHERE transId=495, 

992, 0.00131575, SELECT itemID FROM dataminingdb.itemsets WHERE transId=496, 

994, 0.00131325, SELECT itemID FROM dataminingdb.itemsets WHERE transId=497, 

996, 0.00130975, SELECT itemID FROM dataminingdb.itemsets WHERE transId=498, 

998, 0.001301, SELECT itemID FROM dataminingdb.itemsets WHERE transId=499, 

1000, 0.00131975, SELECT itemID FROM dataminingdb.itemsets WHERE transId=500, 

1002, 0.00140925, SELECT itemID FROM dataminingdb.itemsets WHERE transId=501, 

1004, 0.0013, SELECT itemID FROM dataminingdb.itemsets WHERE transId=502, 

992, 0.00131575, SELECT itemID FROM dataminingdb.itemsets WHERE transId=496, 

994, 0.00131325, SELECT itemID FROM dataminingdb.itemsets WHERE transId=497, 

996, 0.00130975, SELECT itemID FROM dataminingdb.itemsets WHERE transId=498, 

998, 0.001301, SELECT itemID FROM dataminingdb.itemsets WHERE transId=499, 

1000, 0.00131975, SELECT itemID FROM dataminingdb.itemsets WHERE transId=500, 

1002, 0.00140925, SELECT itemID FROM dataminingdb.itemsets WHERE transId=501, 

1004, 0.0013, SELECT itemID FROM dataminingdb.itemsets WHERE transId=502, 

1006, 0.0012975, SELECT itemID FROM dataminingdb.itemsets WHERE transId=503, 

994, 0.00131325, SELECT itemID FROM dataminingdb.itemsets WHERE transId=497, 

996, 0.00130975, SELECT itemID FROM dataminingdb.itemsets WHERE transId=498, 

998, 0.001301, SELECT itemID FROM dataminingdb.itemsets WHERE transId=499, 

1000, 0.00131975, SELECT itemID FROM dataminingdb.itemsets WHERE transId=500, 

1002, 0.00140925, SELECT itemID FROM dataminingdb.itemsets WHERE transId=501, 
